"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","Soil"
"1","ENSMUSG00000102269",22.1957186557177,-1.27900607487867,0.414662993277686,-3.08444711877667,0.00203930860007835,0.0139925936009216,NA,NA,NA,"PR8_v_HI"
"2","ENSMUSG00000025912",83.1054880145502,1.09135951060084,0.20257743679245,5.38736953078832,7.14963399341546e-08,2.74735577216513e-06,"Mybl1","17864","myeloblastosis oncogene-like 1","PR8_v_HI"
"3","ENSMUSG00000025938",64.0463711105002,-1.01960489234005,0.305360422399212,-3.33902109621486,0.000840741791518271,0.00702814249268412,"Slco5a1","240726","solute carrier organic anion transporter family, member 5A1","PR8_v_HI"
"4","ENSMUSG00000032719",42.6420463429171,-1.51958048057577,0.421313011108669,-3.60677320782726,0.000310028406819425,0.00322543867007381,"Sbspon","226866","somatomedin B and thrombospondin, type 1 domain containing","PR8_v_HI"
"5","ENSMUSG00000097934",5.84183864461828,-1.65733435081731,0.661368310004116,-2.50591739239365,0.0122134150532334,0.0542300547071898,"6720483E21Rik","77741","RIKEN cDNA 6720483E21 gene","PR8_v_HI"
"6","ENSMUSG00000100131",7.65707094276565,-1.85984822083599,0.715704619144267,-2.59862542603081,0.00935978443448996,0.0446181631490293,NA,NA,NA,"PR8_v_HI"
"7","ENSMUSG00000100862",29.980611269534,-1.06886349669885,0.46359964590513,-2.30557444583893,0.021134422531309,0.0816071110960432,"Gm10925","100503946","ATP synthase F0 subunit 6 pseudogene","PR8_v_HI"
"8","ENSMUSG00000101249",14.4213785081656,-1.46201118532875,0.459888071785113,-3.17905872107918,0.00147754155115009,0.010842383962957,NA,NA,NA,"PR8_v_HI"
"9","ENSMUSG00000053185",7.61937508856112,-1.47742630788093,0.617136607830499,-2.39400205584096,0.01666565537842,0.068561969037621,NA,NA,NA,"PR8_v_HI"
"10","ENSMUSG00000096992",20.0052851100513,-1.47965585583348,0.575513411656635,-2.57101889524041,0.0101399794348139,0.0473788274223752,NA,NA,NA,"PR8_v_HI"
"11","ENSMUSG00000037447",1198.9477957741,1.51510300294742,0.351335741623344,4.31240782946506,1.61486209376509e-05,0.000292943088109231,"Arid5a","214855","AT rich interactive domain 5A (MRF1-like)","PR8_v_HI"
"12","ENSMUSG00000046337",39.1670627738061,-1.24539032941301,0.403296593237922,-3.08802591019731,0.00201490902504675,0.0138384623046292,"Fam178b","381337","family with sequence similarity 178, member B","PR8_v_HI"
"13","ENSMUSG00000026117",378.87048099172,1.40812571594421,0.278017595167311,5.06487985084827,4.08658011781262e-07,1.27176271242581e-05,"Zap70","22637","zeta-chain (TCR) associated protein kinase","PR8_v_HI"
"14","ENSMUSG00000026088",725.35978014888,1.24684794056583,0.239875390354405,5.19789853691815,2.01554084267059e-07,6.71074949511534e-06,"Mitd1","69028","MIT, microtubule interacting and transport, domain containing 1","PR8_v_HI"
"15","ENSMUSG00000048814",9.74408377282617,-1.52857742781397,0.573473362156411,-2.66547241543376,0.00768802385776728,0.0386419614529409,"Lonrf2","381338","LON peptidase N-terminal domain and ring finger 2","PR8_v_HI"
"16","ENSMUSG00000085894",148.735460593472,1.17021604858836,0.318696494379002,3.67188239980044,0.00024077047709716,0.00263129488782737,NA,NA,NA,"PR8_v_HI"
"17","ENSMUSG00000048234",1742.42655620241,1.38851515044333,0.356631596801539,3.89341595892308,9.88424550310026e-05,0.00128059209714487,"Rnf149","67702","ring finger protein 149","PR8_v_HI"
"18","ENSMUSG00000050967",66.9572783449952,3.37338564612482,0.592729527348572,5.69127315322862,1.26095598504304e-08,5.8914316342943e-07,"Creg2","263764","cellular repressor of E1A-stimulated genes 2","PR8_v_HI"
"19","ENSMUSG00000097083",4.30286387019292,3.90129255738752,1.33784692621622,2.91609785913355,0.00354439311215597,0.0213704480091261,NA,NA,NA,"PR8_v_HI"
"20","ENSMUSG00000026073",94.3849482528907,2.54574668809806,0.620356655554957,4.10368239834664,4.06625590677226e-05,0.00062556919538353,"Il1r2","16178","interleukin 1 receptor, type II","PR8_v_HI"
"21","ENSMUSG00000026068",650.421561420628,2.07417808898942,0.311713995371758,6.65410639171238,2.85026445856905e-11,2.57870761690454e-09,"Il18rap","16174","interleukin 18 receptor accessory protein","PR8_v_HI"
"22","ENSMUSG00000079588",26.3590234632427,-3.41999297035242,0.876509973704951,-3.90183006805539,9.546817098674e-05,0.00124818812335224,"Tmem182","381339","transmembrane protein 182","PR8_v_HI"
"23","ENSMUSG00000045515",5.95749750426861,-1.99105330369773,0.752632617894862,-2.64545178664562,0.00815819120280962,0.0403710906463522,"Pou3f3","18993","POU domain, class 3, transcription factor 3","PR8_v_HI"
"24","ENSMUSG00000026109",56.0385486747501,-1.44181971288151,0.369655822174214,-3.90043826281734,9.60187101536604e-05,0.00125221123651278,"Tmeff2","56363","transmembrane protein with EGF-like and two follistatin-like domains 2","PR8_v_HI"
"25","ENSMUSG00000026107",996.524659642936,1.02048487602578,0.183814649340007,5.55170591511539,2.82895223350958e-08,1.1964180234894e-06,"Nabp1","109019","nucleic acid binding protein 1","PR8_v_HI"
"26","ENSMUSG00000062939",97.586841080883,1.14473675143314,0.291932912677907,3.92123224795875,8.80973017839475e-05,0.00116675870589957,"Stat4","20849","signal transducer and activator of transcription 4","PR8_v_HI"
"27","ENSMUSG00000026104",3777.21609426323,2.65181251541086,0.236875526197862,11.1949620037817,4.31587236068705e-29,3.08469783859506e-26,"Stat1","20846","signal transducer and activator of transcription 1","PR8_v_HI"
"28","ENSMUSG00000026094",2515.59071486208,1.01284065999875,0.248304578584628,4.07902530743527,4.52249140680689e-05,0.00068337745415612,"Stk17b","98267","serine/threonine kinase 17b (apoptosis-inducing)","PR8_v_HI"
"29","ENSMUSG00000101429",6.61057892806733,-1.53913887565935,0.603470761566881,-2.55047795797604,0.0107575326274003,0.0494454479307003,"BC055402","407809","cDNA sequence BC055402","PR8_v_HI"
"30","ENSMUSG00000097519",3.2528118628026,3.9033740538306,1.35975758778977,2.87063965583407,0.00409642200966528,0.0238943092304796,"4930558J18Rik","75323","RIKEN cDNA 4930558J18 gene","PR8_v_HI"
"31","ENSMUSG00000026039",156.90302583718,2.0147581935887,0.287894912100681,6.99824175039295,2.59194579787667e-12,3.02046205424302e-10,"Sgo2a","68549","shugoshin 2A","PR8_v_HI"
"32","ENSMUSG00000101188",77.5390833792262,1.09624090218898,0.311338797855892,3.52105458663841,0.000429834122484178,0.00416282893148408,NA,NA,NA,"PR8_v_HI"
"33","ENSMUSG00000026012",8.27556248450572,3.42023416149969,0.990864118237322,3.45176911601567,0.000556924063690078,0.00506857630460215,"Cd28","12487","CD28 antigen","PR8_v_HI"
"34","ENSMUSG00000026011",18.0368636940124,4.91187004756444,1.15625848504369,4.24807265079559,2.15617478005144e-05,0.000369565944315452,"Ctla4","12477","cytotoxic T-lymphocyte-associated protein 4","PR8_v_HI"
"35","ENSMUSG00000026009",31.8551602899204,4.1288199206265,0.717767472640383,5.75230848151728,8.8032972889253e-09,4.29977905396666e-07,"Icos","54167","inducible T cell co-stimulator","PR8_v_HI"
"36","ENSMUSG00000061816",96.5430511474744,-1.98878333150549,0.597095526806197,-3.33076240269843,0.000866084919439004,0.00719790420256245,"Myl1","17901","myosin, light polypeptide 1","PR8_v_HI"
"37","ENSMUSG00000062209",19.2943087843919,-2.48639569792699,0.676437537203984,-3.6757210550502,0.000237178566923964,0.00260051800850305,"Erbb4","13869","erb-b2 receptor tyrosine kinase 4","PR8_v_HI"
"38","ENSMUSG00000026196",111.812777071595,1.58898403273344,0.318430202819532,4.99005439391058,6.0362292720617e-07,1.77299764454174e-05,"Bard1","12021","BRCA1 associated RING domain 1","PR8_v_HI"
"39","ENSMUSG00000050296",2.8842326035855,-4.07845791422921,1.39338581885375,-2.92701264721087,0.0034223496343976,0.0208303129187194,"Abca12","74591","ATP-binding cassette, sub-family A (ABC1), member 12","PR8_v_HI"
"40","ENSMUSG00000026180",440.994559673016,1.37938524152725,0.413730697219538,3.33401715366386,0.000856013785217813,0.00713633265265954,"Cxcr2","12765","chemokine (C-X-C motif) receptor 2","PR8_v_HI"
"41","ENSMUSG00000048480",11.7640982705554,1.31118304936246,0.594780160591581,2.20448349867342,0.0274903591833801,0.0984283029731376,"Cxcr1","227288","chemokine (C-X-C motif) receptor 1","PR8_v_HI"
"42","ENSMUSG00000026177",1004.16552857342,2.68508974086162,0.572581983148116,4.68944154704051,2.7395167485879e-06,6.55588371910957e-05,"Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1","PR8_v_HI"
"43","ENSMUSG00000026173",20.3873935138661,-1.75223689524128,0.427001371455968,-4.10358610621457,4.06794951011464e-05,0.00062556919538353,"Plcd4","18802","phospholipase C, delta 4","PR8_v_HI"
"44","ENSMUSG00000026207",379.329648373835,-1.12259160758297,0.222356287706457,-5.04861643069412,4.45021220696389e-07,1.36316357345314e-05,"Speg","11790","SPEG complex locus","PR8_v_HI"
"45","ENSMUSG00000043230",137.998522632934,-1.01500431009063,0.34013926944738,-2.98408446557698,0.00284428242690878,0.0180328515073265,"Fam124b","241128","family with sequence similarity 124, member B","PR8_v_HI"
"46","ENSMUSG00000103076",23.5549587713264,1.00565170604647,0.358433798038665,2.80568325740865,0.00502100212007944,0.0279564599996737,NA,NA,NA,"PR8_v_HI"
"47","ENSMUSG00000102721",40.8470289237757,1.15572855913026,0.323687493465069,3.57050730245463,0.000356290520700747,0.00359171666425267,NA,NA,NA,"PR8_v_HI"
"48","ENSMUSG00000026166",142.584734434186,2.94277284674953,0.439662996068854,6.69324658445597,2.18272870269941e-11,2.01733055358969e-09,"Ccl20","20297","chemokine (C-C motif) ligand 20","PR8_v_HI"
"49","ENSMUSG00000026163",28.4775883594989,-1.58831379179136,0.519694407130049,-3.05624568977495,0.00224127518977435,0.0150273366538904,"Sphkap","77629","SPHK1 interactor, AKAP domain containing","PR8_v_HI"
"50","ENSMUSG00000026220",7.68045829212398,1.38366419903171,0.60700422538789,2.27949681593652,0.0226375490304837,0.085713283826882,"Slc16a14","71781","solute carrier family 16 (monocarboxylic acid transporters), member 14","PR8_v_HI"
"51","ENSMUSG00000118590",5.51010763271657,3.68337949166181,1.26048161000677,2.9222001038492,0.00347568159029715,0.0210821965089537,NA,NA,NA,"PR8_v_HI"
"52","ENSMUSG00000052477",106.81827303075,2.94859471550237,0.491720170890665,5.99648924338717,2.01628959102246e-09,1.16531755823999e-07,"C130026I21Rik","620078","RIKEN cDNA C130026I21 gene","PR8_v_HI"
